You Asked For the Following:
Year           : From:1950 To: 2016
State            : All States By State
Species          : LOBSTER, AMERICAN
"Year","State","Species","Metric Tons","Pounds","$"
"1985","Connecticut","LOBSTER, AMERICAN","             760.2","       1,676,000","       5,028,000"
"1985","Delaware","LOBSTER, AMERICAN","              53.8","         118,500","         408,750"
"1985","Maine","LOBSTER, AMERICAN","           9,128.6","      20,125,000","      45,035,558"
"1985","Maryland","LOBSTER, AMERICAN","              37.3","          82,300","         281,201"
"1985","Massachusetts","LOBSTER, AMERICAN","           7,391.4","      16,295,100","      42,023,818"
"1985","New Hampshire","LOBSTER, AMERICAN","             541.5","       1,193,881","       2,706,814"
"1985","New Jersey","LOBSTER, AMERICAN","             489.7","       1,079,600","       2,983,579"
"1985","New York","LOBSTER, AMERICAN","             562.9","       1,240,900","       3,709,714"
"1985","Rhode Island","LOBSTER, AMERICAN","           2,331.5","       5,140,100","      14,713,304"
"1985","Virginia","LOBSTER, AMERICAN","               0.5","           1,100","           2,965"
"1986","Connecticut","LOBSTER, AMERICAN","             751.2","       1,656,100","       4,968,300"
"1986","Delaware","LOBSTER, AMERICAN","              49.4","         109,000","         601,500"
"1986","Maine","LOBSTER, AMERICAN","           8,937.9","      19,704,400","      46,171,224"
"1986","Maryland","LOBSTER, AMERICAN","              26.2","          57,700","         196,980"
"1986","Massachusetts","LOBSTER, AMERICAN","           6,830.1","      15,057,600","      41,355,897"
"1986","New Hampshire","LOBSTER, AMERICAN","             426.9","         941,100","       2,211,585"
"1986","New Jersey","LOBSTER, AMERICAN","             509.4","       1,123,000","       3,445,970"
"1986","New York","LOBSTER, AMERICAN","             638.3","       1,407,100","       4,113,787"
"1986","Rhode Island","LOBSTER, AMERICAN","           2,570.9","       5,667,900","      16,668,294"
"1986","Virginia","LOBSTER, AMERICAN","               0.5","           1,000","           3,314"
"1987","Connecticut","LOBSTER, AMERICAN","             787.3","       1,735,591","       5,901,011"
"1987","Delaware","LOBSTER, AMERICAN","              38.1","          84,100","         342,685"
"1987","Maine","LOBSTER, AMERICAN","           8,957.5","      19,747,800","      54,548,137"
"1987","Maryland","LOBSTER, AMERICAN","              22.6","          49,900","         192,222"
"1987","Massachusetts","LOBSTER, AMERICAN","           6,856.9","      15,116,800","      51,460,879"
"1987","New Hampshire","LOBSTER, AMERICAN","             569.8","       1,256,170","       3,577,806"
"1987","New Jersey","LOBSTER, AMERICAN","             633.7","       1,397,100","       4,274,393"
"1987","New York","LOBSTER, AMERICAN","             520.1","       1,146,700","       3,773,946"
"1987","Rhode Island","LOBSTER, AMERICAN","           2,411.8","       5,317,100","      17,827,912"
"1987","Virginia","LOBSTER, AMERICAN","               0.5","           1,000","           3,994"
"1988","Connecticut","LOBSTER, AMERICAN","             931.6","       2,053,800","       6,982,920"
"1988","Delaware","LOBSTER, AMERICAN","              30.0","          66,200","         274,675"
"1988","Maine","LOBSTER, AMERICAN","           9,860.7","      21,738,800","      60,742,438"
"1988","Maryland","LOBSTER, AMERICAN","              10.4","          23,000","          86,873"
"1988","Massachusetts","LOBSTER, AMERICAN","           7,196.9","      15,866,312","      48,574,035"
"1988","New Hampshire","LOBSTER, AMERICAN","             507.5","       1,118,900","       3,178,840"
"1988","New Jersey","LOBSTER, AMERICAN","             706.4","       1,557,300","       5,163,529"
"1988","New York","LOBSTER, AMERICAN","             807.4","       1,779,890","       5,904,853"
"1988","Rhode Island","LOBSTER, AMERICAN","           2,158.7","       4,759,100","      15,268,937"
"1988","Virginia","LOBSTER, AMERICAN","               0.1","             300","           1,263"
"1989","Connecticut","LOBSTER, AMERICAN","             951.1","       2,096,900","       6,500,289"
"1989","Delaware","LOBSTER, AMERICAN","              34.7","          76,500","         326,218"
"1989","Maine","LOBSTER, AMERICAN","          10,600.0","      23,368,800","      59,552,201"
"1989","Maryland","LOBSTER, AMERICAN","               7.9","          17,500","          72,004"
"1989","Massachusetts","LOBSTER, AMERICAN","           7,005.5","      15,444,300","      45,416,676"
"1989","New Hampshire","LOBSTER, AMERICAN","             648.8","       1,430,400","       3,720,012"
"1989","New Jersey","LOBSTER, AMERICAN","             934.2","       2,059,600","       6,342,740"
"1989","New York","LOBSTER, AMERICAN","           1,063.7","       2,345,051","       7,750,958"
"1989","Rhode Island","LOBSTER, AMERICAN","           2,597.2","       5,725,800","      17,530,523"
"1990","Connecticut","LOBSTER, AMERICAN","           1,200.1","       2,645,800","       7,408,240"
"1990","Delaware","LOBSTER, AMERICAN","              31.0","          68,300","         293,730"
"1990","Maine","LOBSTER, AMERICAN","          12,731.7","      28,068,238","      61,627,973"
"1990","Massachusetts","LOBSTER, AMERICAN","           7,735.8","      17,054,434","      43,824,047"
"1990","New Hampshire","LOBSTER, AMERICAN","             752.2","       1,658,200","       4,048,800"
"1990","New Jersey","LOBSTER, AMERICAN","             997.4","       2,198,867","       6,875,290"
"1990","New York","LOBSTER, AMERICAN","           1,556.3","       3,431,111","      10,854,494"
"1990","Rhode Island","LOBSTER, AMERICAN","           3,292.3","       7,258,175","      19,824,539"
"1991","Connecticut","LOBSTER, AMERICAN","           1,212.9","       2,674,000","       7,326,760"
"1991","Delaware","LOBSTER, AMERICAN","              24.8","          54,700","         287,175"
"1991","Maine","LOBSTER, AMERICAN","          13,965.6","      30,788,646","      72,300,255"
"1991","Massachusetts","LOBSTER, AMERICAN","           7,497.1","      16,528,168","      46,389,972"
"1991","New Hampshire","LOBSTER, AMERICAN","             817.4","       1,802,035","       4,934,205"
"1991","New Jersey","LOBSTER, AMERICAN","             758.9","       1,673,031","       5,384,929"
"1991","New York","LOBSTER, AMERICAN","           1,419.0","       3,128,246","       8,998,561"
"1991","Rhode Island","LOBSTER, AMERICAN","           3,377.1","       7,445,172","      20,392,490"
"1992","Connecticut","LOBSTER, AMERICAN","           1,106.6","       2,439,600","       6,684,504"
"1992","Delaware","LOBSTER, AMERICAN","               9.5","          21,000","          93,500"
"1992","Maine","LOBSTER, AMERICAN","          12,170.2","      26,830,448","      71,822,699"
"1992","Massachusetts","LOBSTER, AMERICAN","           7,177.3","      15,823,077","      48,838,763"
"1992","New Hampshire","LOBSTER, AMERICAN","             693.7","       1,529,292","       5,033,198"
"1992","New Jersey","LOBSTER, AMERICAN","             550.3","       1,213,255","       4,030,374"
"1992","New York","LOBSTER, AMERICAN","           1,202.5","       2,651,067","       8,670,120"
"1992","Rhode Island","LOBSTER, AMERICAN","           3,067.7","       6,763,087","      21,198,027"
"1993","Connecticut","LOBSTER, AMERICAN","             987.5","       2,177,022","       6,531,066"
"1993","Delaware","LOBSTER, AMERICAN","              10.9","          24,000","         108,000"
"1993","Maine","LOBSTER, AMERICAN","          13,574.6","      29,926,464","      73,863,438"
"1993","Massachusetts","LOBSTER, AMERICAN","           6,502.8","      14,336,032","      43,106,462"
"1993","New Hampshire","LOBSTER, AMERICAN","             768.1","       1,693,347","       5,567,109"
"1993","New Jersey","LOBSTER, AMERICAN","             411.2","         906,498","       3,187,690"
"1993","New York","LOBSTER, AMERICAN","           1,209.8","       2,667,107","       9,053,039"
"1993","Rhode Island","LOBSTER, AMERICAN","           2,825.2","       6,228,470","      18,843,769"
"1994","Connecticut","LOBSTER, AMERICAN","           1,003.4","       2,212,000","       6,061,000"
"1994","Delaware","LOBSTER, AMERICAN","               3.8","           8,400","          38,012"
"1994","Maine","LOBSTER, AMERICAN","          17,667.1","      38,948,867","     100,936,678"
"1994","Massachusetts","LOBSTER, AMERICAN","           7,300.3","      16,094,226","      58,393,881"
"1994","New Hampshire","LOBSTER, AMERICAN","             748.8","       1,650,751","       5,566,282"
"1994","New Jersey","LOBSTER, AMERICAN","             263.7","         581,396","       2,138,943"
"1994","New York","LOBSTER, AMERICAN","           1,793.8","       3,954,634","      13,055,200"
"1994","Rhode Island","LOBSTER, AMERICAN","           2,936.8","       6,474,399","      20,953,220"
"1995","Connecticut","LOBSTER, AMERICAN","           1,150.4","       2,536,177","       8,039,683"
"1995","Delaware","LOBSTER, AMERICAN","               0.2","             500","           2,000"
"1995","Maine","LOBSTER, AMERICAN","          16,877.6","      37,208,324","     101,893,173"
"1995","Maryland","LOBSTER, AMERICAN","               1.3","           2,855","          11,705"
"1995","Massachusetts","LOBSTER, AMERICAN","           7,146.8","      15,755,840","      55,719,333"
"1995","New Hampshire","LOBSTER, AMERICAN","             832.3","       1,834,794","       6,655,660"
"1995","New Jersey","LOBSTER, AMERICAN","             274.9","         606,011","       2,115,893"
"1995","New York","LOBSTER, AMERICAN","           3,018.1","       6,653,780","      22,117,540"
"1995","Rhode Island","LOBSTER, AMERICAN","           2,432.2","       5,362,084","      17,836,081"
"1996","Connecticut","LOBSTER, AMERICAN","           1,310.3","       2,888,683","       9,808,810"
"1996","Maine","LOBSTER, AMERICAN","          16,367.3","      36,083,443","     106,980,557"
"1996","Maryland","LOBSTER, AMERICAN","              13.0","          28,726","         119,077"
"1996","Massachusetts","LOBSTER, AMERICAN","           6,950.6","      15,323,277","      64,169,989"
"1996","New Hampshire","LOBSTER, AMERICAN","             740.6","       1,632,829","       6,563,641"
"1996","New Jersey","LOBSTER, AMERICAN","             290.4","         640,198","       2,476,064"
"1996","New York","LOBSTER, AMERICAN","           4,267.7","       9,408,519","      32,937,011"
"1996","Rhode Island","LOBSTER, AMERICAN","           2,402.2","       5,295,797","      18,357,145"
"1996","Virginia","LOBSTER, AMERICAN","               0.6","           1,252","           4,572"
"1997","Connecticut","LOBSTER, AMERICAN","           1,573.1","       3,468,051","      11,091,694"
"1997","Delaware","LOBSTER, AMERICAN","               0.3","             648","           2,168"
"1997","Maine","LOBSTER, AMERICAN","          21,329.6","      47,023,271","     138,292,438"
"1997","Maryland","LOBSTER, AMERICAN","              15.5","          34,208","         141,810"
"1997","Massachusetts","LOBSTER, AMERICAN","           6,843.5","      15,087,096","      61,959,121"
"1997","New Hampshire","LOBSTER, AMERICAN","             641.4","       1,414,133","       5,544,727"
"1997","New Jersey","LOBSTER, AMERICAN","             389.4","         858,426","       3,298,044"
"1997","New York","LOBSTER, AMERICAN","           4,027.2","       8,878,395","      31,086,549"
"1997","Rhode Island","LOBSTER, AMERICAN","           2,630.2","       5,798,529","      20,114,708"
"1997","Virginia","LOBSTER, AMERICAN","               1.0","           2,240","           8,590"
"1998","Connecticut","LOBSTER, AMERICAN","           1,685.3","       3,715,310","      12,128,865"
"1998","Maine","LOBSTER, AMERICAN","          21,335.8","      47,036,836","     137,189,341"
"1998","Massachusetts","LOBSTER, AMERICAN","           6,022.6","      13,277,409","      48,575,999"
"1998","New Hampshire","LOBSTER, AMERICAN","             541.9","       1,194,653","       4,702,353"
"1998","New Jersey","LOBSTER, AMERICAN","             327.4","         721,811","       2,633,448"
"1998","New York","LOBSTER, AMERICAN","           3,582.0","       7,896,803","      27,648,607"
"1998","Rhode Island","LOBSTER, AMERICAN","           2,548.3","       5,617,873","      20,010,867"
"1998","Virginia","LOBSTER, AMERICAN","               0.6","           1,306","           3,829"
"1999","Connecticut","LOBSTER, AMERICAN","           1,177.4","       2,595,764","       9,603,053"
"1999","Maine","LOBSTER, AMERICAN","          24,264.9","      53,494,418","     184,614,071"
"1999","Massachusetts","LOBSTER, AMERICAN","           7,046.0","      15,533,654","      66,769,705"
"1999","New Hampshire","LOBSTER, AMERICAN","             626.1","       1,380,360","       5,915,579"
"1999","New Jersey","LOBSTER, AMERICAN","             422.3","         931,064","       3,632,081"
"1999","New York","LOBSTER, AMERICAN","           2,926.8","       6,452,472","      24,970,057"
"1999","Rhode Island","LOBSTER, AMERICAN","           3,699.5","       8,155,947","      31,616,365"
"1999","Virginia","LOBSTER, AMERICAN","               3.1","           6,916","          26,410"
"2000","Connecticut","LOBSTER, AMERICAN","             632.1","       1,393,565","       5,500,512"
"2000","Maine","LOBSTER, AMERICAN","          25,952.7","      57,215,406","     187,714,817"
"2000","Massachusetts","LOBSTER, AMERICAN","           7,168.1","      15,802,888","      70,116,351"
"2000","New Hampshire","LOBSTER, AMERICAN","             775.5","       1,709,746","       7,080,967"
"2000","New Jersey","LOBSTER, AMERICAN","             404.2","         891,183","       3,693,527"
"2000","New York","LOBSTER, AMERICAN","           1,307.9","       2,883,468","      11,555,097"
"2000","Rhode Island","LOBSTER, AMERICAN","           3,133.2","       6,907,504","      28,103,381"
"2000","Virginia","LOBSTER, AMERICAN","               0.1","             311","           1,779"
"2001","Connecticut","LOBSTER, AMERICAN","             603.2","       1,329,707","       5,450,283"
"2001","Maine","LOBSTER, AMERICAN","          22,052.8","      48,617,693","     153,982,266"
"2001","Massachusetts","LOBSTER, AMERICAN","           5,503.4","      12,132,807","      53,430,128"
"2001","New Hampshire","LOBSTER, AMERICAN","             919.8","       2,027,725","       8,071,915"
"2001","New Jersey","LOBSTER, AMERICAN","             263.0","         579,753","       2,471,324"
"2001","New York","LOBSTER, AMERICAN","             931.1","       2,052,741","       7,356,744"
"2001","Rhode Island","LOBSTER, AMERICAN","           2,019.6","       4,452,358","      18,746,772"
"2001","Virginia","LOBSTER, AMERICAN","               0.0","              19","              82"
"2002","Connecticut","LOBSTER, AMERICAN","             484.0","       1,067,121","       4,225,522"
"2002","Delaware","LOBSTER, AMERICAN","               0.2","             551","           2,625"
"2002","Maine","LOBSTER, AMERICAN","          28,860.4","      63,625,745","     210,950,030"
"2002","Massachusetts","LOBSTER, AMERICAN","           5,830.3","      12,853,380","      56,568,700"
"2002","New Hampshire","LOBSTER, AMERICAN","               0.2","             391","           1,511"
"2002","New Jersey","LOBSTER, AMERICAN","             119.9","         264,425","       1,138,867"
"2002","New York","LOBSTER, AMERICAN","             653.4","       1,440,483","       5,131,295"
"2002","Rhode Island","LOBSTER, AMERICAN","           1,739.6","       3,835,050","      15,875,101"
"2003","Connecticut","LOBSTER, AMERICAN","             304.4","         671,119","       3,170,088"
"2003","Delaware","LOBSTER, AMERICAN","               1.0","           2,099","          11,057"
"2003","Maine","LOBSTER, AMERICAN","          24,934.7","      54,970,948","     205,715,329"
"2003","Maryland","LOBSTER, AMERICAN","              10.3","          22,778","         103,472"
"2003","Massachusetts","LOBSTER, AMERICAN","           5,164.2","      11,385,049","      52,329,426"
"2003","New Jersey","LOBSTER, AMERICAN","              95.2","         209,956","       1,028,464"
"2003","New York","LOBSTER, AMERICAN","             429.3","         946,449","       4,426,316"
"2003","Rhode Island","LOBSTER, AMERICAN","           1,576.0","       3,474,508","      16,731,441"
"2004","Connecticut","LOBSTER, AMERICAN","             293.5","         646,994","       3,166,060"
"2004","Delaware","LOBSTER, AMERICAN","               6.0","          13,322","          66,010"
"2004","Maine","LOBSTER, AMERICAN","          32,465.9","      71,574,344","     289,078,847"
"2004","Maryland","LOBSTER, AMERICAN","               6.8","          14,931","          68,788"
"2004","Massachusetts","LOBSTER, AMERICAN","           5,123.6","      11,295,474","      51,581,436"
"2004","New Hampshire","LOBSTER, AMERICAN","             951.4","       2,097,396","      10,199,038"
"2004","New Jersey","LOBSTER, AMERICAN","             167.9","         370,112","       1,799,841"
"2004","New York","LOBSTER, AMERICAN","             451.8","         996,109","       3,721,759"
"2004","Rhode Island","LOBSTER, AMERICAN","           1,390.0","       3,064,417","      14,623,879"
"2004","Virginia","LOBSTER, AMERICAN","               0.0","              13","              65"
"2005","Connecticut","LOBSTER, AMERICAN","             323.8","         713,901","       3,821,396"
"2005","Maine","LOBSTER, AMERICAN","          31,175.7","      68,729,861","     317,948,336"
"2005","Maryland","LOBSTER, AMERICAN","              17.8","          39,237","         176,459"
"2005","Massachusetts","LOBSTER, AMERICAN","           4,481.5","       9,879,983","      49,562,559"
"2005","New Hampshire","LOBSTER, AMERICAN","           1,159.5","       2,556,232","      14,377,291"
"2005","New Jersey","LOBSTER, AMERICAN","             167.5","         369,264","       2,001,456"
"2005","New York","LOBSTER, AMERICAN","             523.7","       1,154,470","       4,395,570"
"2005","Rhode Island","LOBSTER, AMERICAN","           1,970.3","       4,343,736","      23,009,187"
"2005","Virginia","LOBSTER, AMERICAN","              10.0","          21,988","         122,607"
"2006","Connecticut","LOBSTER, AMERICAN","             359.7","         792,894","       4,030,636"
"2006","Delaware","LOBSTER, AMERICAN","               1.7","           3,669","          19,554"
"2006","Maine","LOBSTER, AMERICAN","          34,176.7","      75,345,905","     305,443,481"
"2006","Maryland","LOBSTER, AMERICAN","              12.0","          26,349","         128,064"
"2006","Massachusetts","LOBSTER, AMERICAN","           5,488.4","      12,099,744","      55,900,801"
"2006","New Hampshire","LOBSTER, AMERICAN","           1,069.2","       2,357,063","      12,581,830"
"2006","New Jersey","LOBSTER, AMERICAN","             213.6","         470,878","       2,522,094"
"2006","New York","LOBSTER, AMERICAN","             563.6","       1,242,601","       6,288,295"
"2006","Rhode Island","LOBSTER, AMERICAN","           1,701.7","       3,751,670","      17,332,718"
"2006","Virginia","LOBSTER, AMERICAN","              12.8","          28,160","         147,328"
"2007","Connecticut","LOBSTER, AMERICAN","             258.0","         568,696","       3,222,230"
"2007","Delaware","LOBSTER, AMERICAN","               2.7","           5,946","          34,889"
"2007","Maine","LOBSTER, AMERICAN","          29,011.8","      63,959,477","     280,634,455"
"2007","Maryland","LOBSTER, AMERICAN","               2.8","           6,128","          31,065"
"2007","Massachusetts","LOBSTER, AMERICAN","           4,601.6","      10,144,761","      51,258,492"
"2007","New Hampshire","LOBSTER, AMERICAN","           1,119.8","       2,468,811","      12,516,873"
"2007","New Jersey","LOBSTER, AMERICAN","             308.6","         680,392","       4,055,881"
"2007","New York","LOBSTER, AMERICAN","             413.6","         911,761","       4,622,630"
"2007","Rhode Island","LOBSTER, AMERICAN","           1,040.3","       2,293,494","      12,151,127"
"2008","Connecticut","LOBSTER, AMERICAN","             193.4","         426,292","       2,101,871"
"2008","Delaware","LOBSTER, AMERICAN","               2.0","           4,347","          20,951"
"2008","Maine","LOBSTER, AMERICAN","          31,689.8","      69,863,233","     245,145,913"
"2008","Maryland","LOBSTER, AMERICAN","              14.7","          32,429","         156,374"
"2008","Massachusetts","LOBSTER, AMERICAN","           4,808.3","      10,600,333","      45,417,731"
"2008","New Hampshire","LOBSTER, AMERICAN","           1,164.4","       2,567,031","      12,267,329"
"2008","New Jersey","LOBSTER, AMERICAN","             287.0","         632,830","       3,215,045"
"2008","New York","LOBSTER, AMERICAN","             385.7","         850,341","       3,820,913"
"2008","Rhode Island","LOBSTER, AMERICAN","           1,257.5","       2,772,183","      12,975,738"
"2009","Connecticut","LOBSTER, AMERICAN","             187.1","         412,469","       1,763,007"
"2009","Delaware","LOBSTER, AMERICAN","               2.8","           6,064","          26,752"
"2009","Maine","LOBSTER, AMERICAN","          36,822.6","      81,179,068","     237,518,767"
"2009","Maryland","LOBSTER, AMERICAN","              14.1","          30,988","         121,312"
"2009","Massachusetts","LOBSTER, AMERICAN","           5,344.3","      11,782,110","      42,731,285"
"2009","New Hampshire","LOBSTER, AMERICAN","           1,354.1","       2,985,166","      11,918,689"
"2009","New Jersey","LOBSTER, AMERICAN","             265.4","         585,129","       2,278,048"
"2009","New York","LOBSTER, AMERICAN","             422.7","         931,863","       3,467,783"
"2009","Rhode Island","LOBSTER, AMERICAN","           1,288.3","       2,840,194","      11,263,575"
"2009","Virginia","LOBSTER, AMERICAN","               9.7","          21,472","          94,986"
"2010","Connecticut","LOBSTER, AMERICAN","             200.3","         441,628","       1,894,331"
"2010","Delaware","LOBSTER, AMERICAN","               0.0","             108","             420"
"2010","Maine","LOBSTER, AMERICAN","          43,656.9","      96,246,095","     318,303,893"
"2010","Maryland","LOBSTER, AMERICAN","              13.6","          30,005","         134,008"
"2010","Massachusetts","LOBSTER, AMERICAN","           5,787.7","      12,759,576","      50,329,948"
"2010","New Hampshire","LOBSTER, AMERICAN","           1,654.7","       3,648,023","      14,836,364"
"2010","New Jersey","LOBSTER, AMERICAN","             312.5","         689,010","       2,895,033"
"2010","New York","LOBSTER, AMERICAN","             369.0","         813,513","       3,164,563"
"2010","Rhode Island","LOBSTER, AMERICAN","           1,328.5","       2,928,712","      12,403,816"
"2010","Virginia","LOBSTER, AMERICAN","               7.4","          16,347","          71,424"
"2011","Connecticut","LOBSTER, AMERICAN","              90.2","         198,935","         942,919"
"2011","Delaware","LOBSTER, AMERICAN","               0.0","              10","              38"
"2011","Maine","LOBSTER, AMERICAN","          47,592.6","     104,922,621","     334,577,201"
"2011","Maryland","LOBSTER, AMERICAN","              18.8","          41,377","         192,557"
"2011","Massachusetts","LOBSTER, AMERICAN","           6,065.7","      13,372,540","      53,302,490"
"2011","New Hampshire","LOBSTER, AMERICAN","           1,777.7","       3,919,189","      16,343,391"
"2011","New Jersey","LOBSTER, AMERICAN","             311.8","         687,464","       3,039,372"
"2011","New York","LOBSTER, AMERICAN","             156.1","         344,233","       1,397,584"
"2011","Rhode Island","LOBSTER, AMERICAN","           1,249.2","       2,754,086","      12,765,219"
"2011","Virginia","LOBSTER, AMERICAN","               5.8","          12,878","          62,525"
"2012","Connecticut","LOBSTER, AMERICAN","             112.4","         247,858","       1,056,763"
"2012","Delaware","LOBSTER, AMERICAN","               0.0","              49","             179"
"2012","Maine","LOBSTER, AMERICAN","          57,714.5","     127,237,300","     341,860,593"
"2012","Maryland","LOBSTER, AMERICAN","              29.9","          65,814","         281,275"
"2012","Massachusetts","LOBSTER, AMERICAN","           6,570.5","      14,485,339","      53,357,118"
"2012","New Hampshire","LOBSTER, AMERICAN","           1,918.4","       4,229,234","      17,169,395"
"2012","New Jersey","LOBSTER, AMERICAN","             417.0","         919,352","       3,937,763"
"2012","New York","LOBSTER, AMERICAN","             124.8","         275,221","         999,052"
"2012","Rhode Island","LOBSTER, AMERICAN","           1,227.6","       2,706,402","      12,118,598"
"2012","Virginia","LOBSTER, AMERICAN","               4.9","          10,824","          52,500"
"2013","Connecticut","LOBSTER, AMERICAN","              57.8","         127,420","         576,983"
"2013","Delaware","LOBSTER, AMERICAN","               0.0","              64","             243"
"2013","Maine","LOBSTER, AMERICAN","          57,949.6","     127,755,724","     370,206,893"
"2013","Maryland","LOBSTER, AMERICAN","              28.4","          62,507","         278,847"
"2013","Massachusetts","LOBSTER, AMERICAN","           6,921.8","      15,259,697","      61,661,564"
"2013","New Hampshire","LOBSTER, AMERICAN","           1,731.7","       3,817,642","      16,601,499"
"2013","New Jersey","LOBSTER, AMERICAN","             299.5","         660,368","       2,796,522"
"2013","New York","LOBSTER, AMERICAN","             112.6","         248,267","         938,453"
"2013","Rhode Island","LOBSTER, AMERICAN","             977.9","       2,155,774","       9,731,980"
"2013","Virginia","LOBSTER, AMERICAN","               4.1","           9,062","          48,548"
"2014","Connecticut","LOBSTER, AMERICAN","              57.8","         127,411","         608,394"
"2014","Delaware","LOBSTER, AMERICAN","               0.1","             122","             539"
"2014","Maine","LOBSTER, AMERICAN","          56,344.8","     124,217,655","     459,182,943"
"2014","Maryland","LOBSTER, AMERICAN","              26.0","          57,414","         303,238"
"2014","Massachusetts","LOBSTER, AMERICAN","           6,950.4","      15,322,892","      68,375,940"
"2014","New Hampshire","LOBSTER, AMERICAN","           1,983.5","       4,372,768","      20,741,088"
"2014","New Jersey","LOBSTER, AMERICAN","             238.8","         526,369","       2,380,296"
"2014","New York","LOBSTER, AMERICAN","             101.1","         222,843","         984,966"
"2014","Rhode Island","LOBSTER, AMERICAN","           1,094.5","       2,412,887","      11,709,412"
"2014","Virginia","LOBSTER, AMERICAN","               5.0","          11,100","          61,798"
"2015","Connecticut","LOBSTER, AMERICAN","              93.0","         205,101","       1,072,846"
"2015","Delaware","LOBSTER, AMERICAN","               0.2","             484","           2,333"
"2015","Maine","LOBSTER, AMERICAN","          55,521.0","     122,401,538","     501,194,343"
"2015","Maryland","LOBSTER, AMERICAN","              13.3","          29,285","         186,028"
"2015","Massachusetts","LOBSTER, AMERICAN","           7,461.9","      16,450,530","      78,290,126"
"2015","New Hampshire","LOBSTER, AMERICAN","           2,142.0","       4,722,178","      24,546,251"
"2015","New Jersey","LOBSTER, AMERICAN","             201.9","         445,198","       2,248,644"
"2015","New York","LOBSTER, AMERICAN","              66.8","         147,214","         709,570"
"2015","Rhode Island","LOBSTER, AMERICAN","           1,050.4","       2,315,716","      12,344,549"
"2015","Virginia","LOBSTER, AMERICAN","               4.3","           9,476","          48,680"
"2016","Connecticut","LOBSTER, AMERICAN","             117.4","         258,711","       1,316,187"
"2016","Maine","LOBSTER, AMERICAN","          59,853.8","     131,953,606","     537,872,082"
"2016","Maryland","LOBSTER, AMERICAN","              13.3","          29,254","         190,853"
"2016","Massachusetts","LOBSTER, AMERICAN","           8,022.6","      17,686,696","      82,006,644"
"2016","New Hampshire","LOBSTER, AMERICAN","           2,622.8","       5,782,197","      30,372,346"
"2016","New Jersey","LOBSTER, AMERICAN","             159.4","         351,485","       1,892,113"
"2016","New York","LOBSTER, AMERICAN","              99.0","         218,354","       1,034,999"
"2016","Rhode Island","LOBSTER, AMERICAN","           1,025.3","       2,260,346","      11,889,425"
"2016","Virginia","LOBSTER, AMERICAN","               1.3","           2,855","          14,038"
