hotspot_id,hotspot_name,lat,lng,hotspot_species,hotspot_checklists
L279672,Tatum Sewage Ponds,33.252272000000005,-103.29695500000001,172,98
L144364,Pecan Park,32.2719577,-107.67688389999999,140,103
L589670,Gila Cliff Dwellings NM,33.2276494,-108.2663369,157,103
L276096,Ramon,34.231794,-104.90050670000001,120,88
L1117941,Fred Baca Park,36.3991437,-105.58968540000001,165,290
L131198,Mills Canyon,36.0569402,-104.3764257,128,57
L945325,Ramah Lake/Reservoir,35.151830999999994,-108.48324600000001,93,20
L487048,Fern Ridge WMA--Royal Ave. area (general),44.0705825,-123.25746060000002,258,2182
L629009,Cape Blanco SP,42.8363249,-124.54616550000001,184,134
L887381,Fort Stevens SP--South Jetty/Parking Area C,46.22867260000001,-124.02177209999998,241,625
L613298,Mark Hatfield Marine Science Center and Estuary Trail,44.6231604,-124.0434766,239,1682
L159619,Malheur NWR--Headquarters,43.265464800000004,-118.8440412,300,1548
L447435,Hatfield Lake,44.12320810000001,-121.198554,233,1189
L278056,Fords Pond,43.392341900000005,-123.36776300000001,184,389
L285627,Bayocean Spit--bay (east) side,45.521743900000004,-123.94844060000001,226,699
L159572,Bandon Marsh NWR,43.13510000000001,-124.4027,196,185
L686411,Wood River Wetland,42.5807466,-121.93270679999999,209,387
L159617,William L. Finley NWR,44.421520900000004,-123.3151817,249,867
L712038,Sauvie Island (Multnomah Co.),45.663006700000004,-122.8092957,222,958
L444656,Summer Lake Wildlife Area,42.949763499999996,-120.7304764,252,594
L389848,Emigrant Lake,42.1433778,-122.6209306,206,731
L948413,Ladd Marsh WMA,45.25857620000001,-118.0359077,208,207
L159571,Ankeny NWR,44.7842,-123.07669999999999,223,593
L163529,Fernhill Wetlands (general),45.50648749999999,-123.0851855,235,3250
L550378,Lost Lake (Linn Co.),44.4303476,-121.91159250000001,146,220
L159573,Baskett Slough NWR,44.9614021,-123.25724600000001,239,790
L341405,Cold Springs NWR,45.85020109999999,-119.1532407,183,117
L454015,Ochoco Reservoir,44.3066526,-120.69751740000001,200,146
L687479,Haystack Reservoir,44.497852200000004,-121.15053179999998,203,244
L856386,Timothy Lake,45.118730500000005,-121.79340360000002,141,129
L728349,Whitehorse County Park,42.4371911,-123.45964340000002,186,252
L682694,Farewell Bend SP,44.305915500000005,-117.22635269999999,125,56
L982736,Wallowa Lake SP,45.2814092,-117.2131348,155,170
L1660824,The Dalles Riverfront Park,45.600070900000006,-121.1664104,128,58
L804384,Umatilla NWR (Oregon),45.90494149999999,-119.5731354,184,195
L854149,Malheur Reservoir,44.362887699999995,-117.6931,145,9
L712037,Sauvie Island (Columbia Co.),45.763691,-122.7948761,193,388
L454013,Clyde Holiday SP,44.4155744,-119.0886211,117,100
L384030,Hood River mouth,45.7152892,-121.50638579999999,147,236
L285645,Deschutes River SP,45.63061030000001,-120.9078884,192,319
L807149,Sheridan WTP Ponds (restricted access),45.087581199999995,-123.38333129999998,133,114
L2327705,Willow Creek Wildlife Area,45.782659300000006,-120.00489590000001,132,37
L787451,John Day Fossil Beds NM--Painted Hills Unit,44.6517908,-120.2670765,98,56
L267164,Neah Bay,48.37148659999999,-124.6282876,286,1314
L476174,Skagit WMA--Wylie Slough,48.3246351,-122.3741287,231,2142
L268334,Ocean Shores,46.95072,-124.15570999999998,256,398
L128530,Discovery Park,47.663868,-122.4215317,244,3706
L109543,Port Susan Bay TNC reserve (restricted access),48.205797200000006,-122.3683629,212,304
L109548,Walla Walla River Delta,46.06853190000001,-118.90967920000001,226,601
L302836,Midway Beach,46.76874030000001,-124.0938386,209,755
L339645,Point Roberts,48.986224899999996,-123.0545188,216,335
L109542,Point No Point,47.91186959999999,-122.52831819999999,275,2422
L265765,Potholes State Park,46.980907699999996,-119.3508177,212,515
L109549,Wenas Area,46.849999999999994,-120.8,212,217
L284679,Gog-Le-Hi-Te Mitigated Wetlands,47.25155530000001,-122.4103975,180,1367
L590746,Sprague Lake (Lincoln Co.),47.279345500000005,-118.02826879999999,213,392
L282253,Billy Frank Jr. Nisqually NWR,47.08125139999999,-122.71805760000001,255,7832
L600469,Bateman Island,46.2405035,-119.22543529999999,209,302
L249781,Fort Flagler SP,48.096051100000004,-122.7139785,190,718
L268706,Cameron Lake Road,48.18357,-119.4935708,201,207
L461167,Wanapum State Park,46.9005541,-119.98924260000001,189,256
L592967,Ridgefield NWR--River 'S' Unit,45.80744399999999,-122.74329190000002,224,2724
L109534,Crockett Lake,48.1666667,-122.64999999999999,193,611
L144114,Conboy Lake NWR,45.9799995,-121.3330002,171,169
L109546,Turnbull NWR,47.43333330000001,-117.56666670000001,217,3216
L165393,Sprague Lake (Adams Co.),47.244205,-118.06957,204,447
L241592,Wenatchee Confluence SP/Horan Wildlife Area,47.452445,-120.32577179999997,201,1057
L350064,Lyons Ferry Park,46.595244,-118.217782,214,306
L273488,Waterville Plateau,47.7312681,-119.4543948,170,213
L627710,Little Pend Oreille NWR,48.4597179,-117.6670074,168,165
L517619,Rock Lake (Whitman County),47.139001,-117.72545809999998,167,234
L471074,Swallows Park,46.3902208,-117.04636570000001,171,342
L879916,Friday Harbor -- Harbor area,48.5365066,-123.01482800000001,197,292
L371363,Woodland Bottoms,45.907927699999995,-122.78732300000001,210,609
L483728,Calispell Lake,48.2758815,-117.3339844,207,245
L2083355,Cowlitz WA--Riffe Lake east end,46.4992194,-122.1792984,144,62
L1339210,Skamania Landing,45.6113324,-122.04821420000002,130,76
L250091,Theler Wetlands,47.437881299999994,-122.84111340000003,193,1390
L1223383,Sanpoil River Valley,48.43466769999999,-118.7388611,144,45
L560848,Lewis & Clark Trail State Park,46.2884778,-118.07212829999999,137,133
L163495,Julia Butler Hansen NWR,46.23232300000001,-123.40417500000001,179,302
L732235,Central Ferry (Garfield Co.),46.615959600000004,-117.7923203,127,77
L261146,St. Paul Island (Pribilof Islands-Bering Sea),57.170120000000004,-170.29675099999997,302,3711
L152823,Mendenhall Wetlands SGR--Airport Dike Trail,58.3523993,-134.59451439999998,229,1425
L246497,Gambell (general area),63.77930070000001,-171.72145840000002,255,2442
L559390,Middleton Island (restricted) (Gulf of Alaska),59.4377439,-146.33171080000002,230,839
L781318,Gustavus--Forelands,58.4121436,-135.724411,213,173
L292324,Homer Spit,59.613080499999995,-151.4467049,186,543
L1022652,Ketchikan (town),55.342764499999994,-131.64625169999997,217,813
L129129,Westchester Lagoon,61.20597120000001,-149.9211502,158,2234
L2980099,Hyder (town),55.9180932,-130.02722740000004,139,70
L736019,Utqiagvik (Barrow)--Naval Arctic Research Lab.,71.32627099999999,-156.6744804,144,189
L1452870,Kodiak Is.--City of Kodiak (includes Near Island),57.79206280000001,-152.39272540000002,144,123
L1904567,Petersburg (town),56.8119983,-132.955513,119,115
L443195,Sitka (town),57.04988099999999,-135.3335381,157,193
L684556,Haines (town),59.2370936,-135.4452896,150,147
L295787,Denali State Park,62.76918230000001,-150.0086975,120,69
L1230391,Katmai NP--Brooks Lodge (Brooks River),58.552762300000005,-155.7810688,86,30
L1652081,Yakutat--Ankau area,59.546064199999996,-139.82363660000001,55,3
L128537,Creamer's Field State Migratory Waterfowl Refuge,64.86337889999999,-147.73195269999997,154,1064
L680691,Bethel (Yukon Delta NWR),60.792097000000005,-161.7591763,114,135
L2162295,Delta Junction--Barley Way,63.988385,-145.36740700000004,107,70
L1131905,Yukon Flats NWR,66.34411820000001,-145.76367189999996,108,52
L858431,Togiak (town),59.061918500000004,-160.38528440000002,71,14
L1566807,Kotzebue--Lagoon & wetlands,66.89151990000002,-162.5743961,87,53
L598455,Denali NP,63.717590200000004,-148.98817060000002,143,463
L3729001,Yukon Delta NWR--Kanaryarmuit Cabin,61.36167,-165.12683,54,8
L1120073,Izembek NWR,55.29209280000001,-162.68243410000002,65,6
L2687656,King Salmon (town-Alaska Penin.),58.6810588,-156.67336459999996,57,13
L207462,Wellfleet Bay Wildlife Sanctuary,41.8825315,-69.995712,294,3127
L830335,Plum Island,42.79854960000001,-70.8090735,365,3085
L207383,Manomet Inc.,41.919746499999995,-70.5428267,274,1020
L663765,Cuttyhunk Island,41.4200747,-70.93460080000001,227,151
L485218,Siasconset,41.26387220000001,-69.96986390000002,221,144
L207420,Allen's Pond--Allen's Neck,41.51852,-71.00556999999999,254,197
L208284,Great Meadows NWR--Concord Unit,42.47514090000001,-71.3295084,266,8287
L207348,Belle Isle Marsh Reservation,42.3910639,-70.99301950000002,251,1903
L475097,Squantum,42.29350070000001,-71.02798460000001,257,531
L452346,Bolton Flats WMA,42.4640087,-71.6400582,222,1444
L743036,Quabbin Reservoir (please use more refined location),42.30473739999999,-72.3236847,240,134
L340851,Turner's Falls Power Canal,42.5949419,-72.57721900000001,193,1056
L616955,Bartholomew's Cobble (TTOR),42.0575,-73.35079999999999,217,1074
L330361,Fannie Stebbins Wildlife Refuge,42.033203300000004,-72.5975322,212,2103
L212245,Dixon Reservoir,40.554312900000006,-105.1434097,245,940
L109303,Pueblo Reservoir,38.26576260000001,-104.7518063,308,944
L342269,Walden Ponds Wildlife Habitat (Walden & Sawhill Ponds all together),40.044253,-105.18677209999997,282,2887
L285720,Chico Basin Ranch (El Paso Co.),38.5471585,-104.45835109999999,298,971
L268757,Chatfield SP (Jefferson Co.),39.55028359999999,-105.07322070000001,283,891
L131333,Pawnee National Grassland--Crow Valley Campground,40.64388449999999,-104.3404627,266,2139
L268316,Chatfield SP (Douglas Co.),39.54827,-105.05668,329,1582
L109299,John Martin Reservoir,38.0729604,-103.01725390000003,293,476
L109289,Barr Lake State Park,39.9430556,-104.7625,332,2538
L140473,Cherry Creek SP,39.640264599999995,-104.85385889999999,325,4927
L140471,Lamar Community College,38.069400800000004,-102.61509699999999,270,1207
L140469,Prewitt Reservoir (Washington Co.),40.4193773,-103.36984629999999,314,897
L587794,Jumbo Reservoir (Logan Co.),40.9247976,-102.6613998,245,477
L109290,Bonny Reservoir (State Park & State Wildlife Area),39.61853000000001,-102.18416,308,450
L131619,Holbrook Reservoir,38.0627775,-103.6097217,235,495
L140457,Two Buttes State Wildlife Area,37.635898600000004,-102.5381012,279,198
L159448,Jackson Reservoir,40.39449,-104.07198,297,672
L338760,Highline Lake State Park,39.27417690000001,-108.83961240000001,226,503
L338244,Brush Hollow Reservoir,38.463762200000005,-105.05151520000001,219,575
L587796,Jumbo Reservoir (Sedgwick Co.),40.9294667,-102.64251709999999,258,373
L131615,Lake Henry,38.263698600000005,-103.7109985,269,243
L165236,Neenoshe Reservoir,38.3390307,-102.6904106,248,307
L1051067,Brett Gray Ranch (restricted access),38.730386700000004,-103.89937069999999,274,274
L207900,Marston Reservoir complex--Marston Reservoir,39.62937970000001,-105.06786790000001,195,309
L140456,Confluence Park,38.7528785,-108.0821228,203,277
L365439,Pastorius Reservoir,37.19997970000001,-107.8119278,216,489
L338197,Lathrop State Park,37.6106279,-104.8407269,232,256
L338217,DeWeese Reservoir,38.20276510000001,-105.46390660000002,244,177
L233676,Trinidad Reservoir (SP & State Wildlife Area),37.1244397,-104.60582799999999,192,88
L271802,Flagler Reservoir State Wildlife Area,39.293600000000005,-102.98610000000001,263,560
L501195,Sands Lake State Wildlife Area,38.54368459999999,-106.00448370000001,180,290
L168214,Elevenmile Reservoir,38.928547,-105.51113000000001,175,251
L560852,Blanca Wetlands NWR,37.559411499999996,-105.695343,144,4569
L452813,Carpenter Ranch,40.4976145,-107.17377659999998,173,201
L304071,Browns Park NWR,40.83186559999999,-108.9722729,178,74
L109300,Mesa Verde NP,37.2303876,-108.46793170000001,169,359
L281058,Arapaho NWR,40.64045230000001,-106.27677729999998,188,251
L1774054,Colorado Hwy 86 roadside ponds,39.29693850000001,-104.3350931,112,74
L233493,Black Canyon of the Gunnison NP--South Rim,38.581133900000005,-107.71532540000001,153,358
L212426,Navajo SP and Reservoir,37.0089271,-107.4056053,169,67
L473873,Plaster Reservoir,39.947252999999996,-105.0286102,189,1119
L168165,Blue Mesa Reservoir,38.4707937,-107.18467709999999,137,108
L1293403,Holyoke Cemetery,40.573835700000004,-102.28162610000001,149,100
L595009,Gypsum Ponds,39.6523838,-106.9369483,146,176
L109301,Monte Vista NWR,37.491613,-106.1000347,204,596
L272214,Windy Gap Reservoir,40.10853770000001,-105.98188390000001,140,278
L1032655,No Name,39.5604086,-107.29341390000002,144,205
L560859,Russell Lakes State Wildlife Area,37.9427084,-106.14222050000001,165,271
L342175,Dillon Reservoir,39.60993130000001,-106.05548859999999,152,183
L1185743,Pike's Stockade,37.29310600000001,-105.8093691,116,22
L140455,Ridgway Reservoir and SP,38.2175481,-107.7478981,181,158
L4095616,Meeker (town),40.0395094,-107.9184008,141,45
L241530,Smith Reservoir,37.393209,-105.53102380000001,165,112
L610738,Manitou Lake,39.09011330000001,-105.09766100000002,194,494
L1398327,Kit Carson (town),38.764309600000004,-102.7922063,130,117
L141580,Miramonte Reservoir,37.9716056,-108.3400011,148,41
L358972,Twin Lakes (Lake Co.),39.0843825,-106.354351,130,56
L342181,Echo Lake area,39.6597731,-105.6046221,128,452
L2827957,Lone Dome State Wildlife Area,37.648465200000004,-108.73754740000001,97,17
L213905,Aspen Center for Environmental Studies,39.19491270000001,-106.82137189999999,105,85
L1077657,Lake City (town),38.037410900000005,-107.3129833,116,125
L320591,Wolf Creek Pass,37.48243,-106.79914000000001,96,46
L298785,Golden Gate Canyon SP,39.859945399999994,-105.42669300000001,138,274
L2695141,Silverton (town),37.81141139999999,-107.66408440000001,91,47
L268000,Robert Moses SP,40.6242696,-73.26223420000001,296,1888
L167247,Jones Beach SP,40.5945237,-73.5104002,310,1725
L109516,Prospect Park,40.6602841,-73.96895340000002,290,13760
L165143,Jamaica Bay Wildlife Refuge,40.617029599999995,-73.82445609999999,306,4883
L139811,Hamlin Beach SP--Parking Lot No. 4 (Primary Lakewatch site),43.3670756,-77.96316860000002,278,2157
L166701,Derby Hill Hawk Watch--North Lookout,43.527260999999996,-76.2393397,284,1948
L99381,Stewart Park,42.4613413,-76.50545779999999,265,6443
L296377,Great Kills Park,40.55028949999999,-74.12692879999999,244,1219
L109149,Marshlands Conservancy,40.9531117,-73.70122730000001,263,1329
L207765,Tifft Nature Preserve,42.8462509,-78.8594553,256,1798
L191106,Central Park,40.771548200000005,-73.97248189999999,259,11008
L169679,Golden Hill SP,43.370260699999996,-78.48357320000001,218,273
L295658,Wallkill River NWR--Liberty Marsh (NY),41.2833266,-74.5262526,220,942
L508804,Montezuma (NMWMA)--Van Dyne Spoor Rd.,43.048945200000006,-76.73357960000001,221,1006
L234417,Fair Haven SP,43.34356449999999,-76.6991904,232,542
L156186,Audubon Community Nature Center,42.0193687,-79.16837659999999,205,164
L122943,El Dorado Beach Preserve,43.80776649999999,-76.23420860000002,201,121
L340691,Three Rivers WMA,43.2072726,-76.3241404,222,1050
L267814,Montezuma NWR--Wildlife Drive,42.9817483,-76.7353284,260,4585
L210241,Oak Orchard WMA,43.119731200000004,-78.29936560000002,231,227
L294957,Kingston Point,41.923878800000004,-73.96767530000001,220,826
L213239,Five Rivers EEC,42.60999520000001,-73.89076779999999,209,2319
L912965,Indian Creek Nature Center--Trails,44.5914375,-75.2957332,211,385
L132036,Bashakill State WMA,41.5366669,-74.51667020000001,250,3830
L208678,Vischer Ferry Nature & Historic Preserve,42.7860031,-73.80237149999998,237,1745
L986996,Tivoli Bays WMA,42.04827290000001,-73.92159460000002,174,205
L224783,Verona Beach SP,43.1761478,-75.72782950000001,195,125
L370875,Lakeside Beach SP,43.3668991,-78.2358989,216,500
L771877,"Risser Rd. swamp, Canandaigua",42.938281399999994,-77.29738,158,345
L212514,Upper Lisle County Park,42.39706639999999,-75.9642321,225,1123
L284155,Pelham Bay Park,40.8681047,-73.809474,223,517
L227544,Woodman Pond,42.85304059999999,-75.56820660000001,193,1429
L275331,Piermont Pier,41.0427778,-73.89750000000001,207,1061
L304736,Crown Point State Historic Site,44.0304348,-73.4355471,204,502
L293903,Four Mile Point--Vosburgh Swamp,42.304323399999994,-73.7893215,190,297
L1672642,Ausable Marsh WMA,44.5704068,-73.44188940000002,166,131
L697297,Lake Taghkanic SP,42.09223600000001,-73.70864900000001,159,139
L800055,Avon DEC Ponds (Twin Cedars),42.9002384,-77.66896249999999,197,1081
L488165,Papscanee Island Nature Preserve,42.576280399999995,-73.7484741,171,279
L162592,Moss Lake,43.784306,-74.85252,103,45
L358625,Ft. Edward Grasslands IBA,43.265081300000006,-73.54110720000001,152,322
L246469,Allegany SP,42.055,-78.7661111,175,189
L1359885,Catharine Creek Marsh--Rock Cabin Rd.,42.369660999999994,-76.84717490000001,190,359
L312295,Sullivanville Dam,42.193088100000004,-76.7819872,165,301
L583661,Lime Hollow--Visitor Center area,42.568442600000004,-76.25198360000002,176,375
L1509081,Lake Colby Railroad Tracks,44.3364468,-74.1524597,172,239
L3390146,Schoharie Reservoir,42.368437300000004,-74.43923950000001,170,237
L515384,"Collins Lake, Collins Park",42.82516390000001,-73.9551866,159,316
L4536617,Marcus Whitman Townline Road Property,42.760810400000004,-77.26987009999999,127,79
L160586,Beaver Meadow Audubon Center,42.673002700000005,-78.3831251,184,427
L3074026,Long Pond SF--Long Pond and Hwy 41,42.42251800000001,-75.851062,166,169
L2319934,North Spencer Marsh (Michigan Hollow Lake),42.26357800000001,-76.503767,190,713
L469459,Constitution Marsh Audubon Center & Sanctuary,41.40426969999999,-73.93427370000002,160,163
L113951,Spencer Crest,42.116154,-77.08286,144,354
L2384566,"Bridge St., Downsville",42.0755272,-74.98999370000001,139,200
L1179700,Glimmerglass SP,42.7883464,-74.8642731,142,85
L2128813,"Pineview Cemetery, Queensbury",43.333542900000005,-73.67023409999999,110,47
L1326387,Cuba Lake,42.255816300000006,-78.2958215,151,114
L548076,Schoharie Crossing SHS,42.94123,-74.28418,132,132
L1144401,"Cline Rd., marsh (east)",43.061062,-74.64922320000002,152,327
L1558270,Tug Hill WMA,43.70830170000001,-75.65551819999999,99,12
L109141,Ferds Bog,43.788693300000006,-74.749732,132,483
L718370,Chesapeake Bay Bridge-Tunnel (Northampton Co.),37.0616206,-76.04193560000002,316,307
L718378,Chincoteague NWR,37.9106228,-75.3479719,338,4016
L718307,Back Bay NWR,36.6779,-75.91590000000001,300,1839
L159300,Dyke Marsh Wildlife Preserve,38.76950000000001,-77.0494,263,4197
L280466,Greensprings Interpretive Trail,37.2510421,-76.79142340000003,221,1122
L718641,Occoquan Bay NWR,38.645506100000006,-77.2361183,245,4080
L159297,Craney Island Disposal Area (restricted access),36.9065,-76.36999999999999,275,1046
L251092,Norfolk Botanical Gardens,36.901315000000004,-76.2015463,173,307
L718480,Grandview Nature Preserve,37.0869534,-76.2774324,232,591
L159404,Sky Meadows SP,38.990500000000004,-77.96740000000001,191,720
L467717,Lake Shenandoah,38.38185139999999,-78.8380516,192,2280
L277592,Algonkian Regional Park,39.06205250000001,-77.37903909999999,189,591
L718515,Hog Island WMA,37.1809086,-76.68293949999999,249,535
L354549,Swoope Area,38.1404564,-79.2048333,182,259
L596121,Greenfield--Botetourt Center,37.434326,-79.9153769,207,901
L286165,New Quarter Park,37.29365220000001,-76.6451097,191,816
L718484,Great Dismal Swamp NWR,36.62532120000001,-76.488018,183,226
L718315,Beaverdam Park--Main Entrance,37.448560300000004,-76.53464560000002,187,397
L582793,Staunton View Public Use Area,36.69935860000001,-78.64339829999999,188,228
L159307,George Washington Birthplace National Monument,38.1847002,-76.91974640000001,195,283
L612117,LaGrange Lane (Field is private-from road only),38.251661899999995,-77.27336879999999,181,339
L207180,Dutch Gap Conservation Area/Henricus Historical Park,37.3745951,-77.3628956,220,1626
L1397102,Lickinghole Creek,38.060374700000004,-78.6677957,186,864
L226317,Daingerfield Island,38.8304293,-77.04256360000002,179,246
L1810089,Curles Neck Farm (restricted access),37.3895688,-77.28724860000001,168,132
L481503,Shirley Plantation,37.3386365,-77.2467613,195,308
L271098,Bethel Beach Natural Area Preserve,37.41068139999999,-76.25039579999999,181,227
L718701,Roanoke STP (Sewage Treatment Plant),37.2648403,-79.91024850000001,185,397
L718631,Newport News Park,37.1802,-76.54760000000002,200,772
L1123878,Willow Lake,37.9183535,-79.23311950000002,147,237
L159407,Staunton River State Park,36.7022661,-78.67774129999998,193,122
L659528,Virginia Tech--Duck Pond,37.22513440000001,-80.4286551,169,917
L798996,Parrott River Road,37.2101144,-80.6146288,165,167
L168992,Fort C.F. Smith Park,38.90091,-77.09189,163,768
L235100,Blandy Experimental Farm/State Arboretum of Virginia,39.0647481,-78.0644703,206,1235
L718452,Fort Boykin Historic Park,37.035001900000005,-76.619339,165,203
L441725,Hughlett Point Natural Area Preserve,37.738955800000014,-76.3130951,189,180
L1041056,Sandy River Reservoir--Dam and Boat Launch Area,37.25715530000001,-78.3188939,188,1011
L718637,Oak Grove Lake Park,36.7556,-76.2634,149,99
L622333,The Pocket,37.580041699999995,-77.01591970000001,163,124
L718330,David Bisset Park/Riverway Trail,37.139433800000006,-80.57163829999999,162,683
L525710,James River Park--The Wetlands,37.5466699,-77.50987529999999,186,1023
L718653,Peaks of Otter Recreation Area,37.4453,-79.60979999999999,148,212
L226978,Murray's Pond,37.3514359,-79.9273513,144,371
L718427,Elizabeth Furnace Recreational Area,38.9294,-78.32849999999999,95,39
L1652746,Woodward Turf Farm (Culpeper Co.),38.5072903,-77.8082979,145,203
L417475,Rappahannock River Valley NWR--Wilna/Wright Units,38.01736449999999,-76.88262460000001,174,288
L718556,Lake Frederick,39.0426,-78.15679999999999,170,410
L718509,Hidden Valley WMA,36.8373,-82.0864,113,49
L159285,Blue Grass Valley,38.4976,-79.54820000000001,162,253
L718601,Mill Creek Lake Park,37.661500000000004,-79.08160000000001,145,164
L525829,Bell's Lane,38.1676296,-79.036417,196,773
L718354,Burke's Garden,37.100100000000005,-81.3434,181,267
L1831618,Green Springs NHLD--Green Springs Road,38.008956000000005,-78.17240349999999,139,187
L718303,Aquia Landing Park,38.3889073,-77.31574239999999,183,337
L718708,Rural Retreat Lake,36.86543330000001,-81.28816370000001,167,80
L1320412,Matoaka Lake and Woods,37.266735300000015,-76.72416260000001,157,579
L718318,Belle Isle State Park,37.77655500000001,-76.59813879999999,155,86
L288835,Lake Orange,38.22514670000001,-78.0197847,119,73
L718560,Lake Moomaw (Bath Co.),37.986083799999996,-79.9769497,139,53
L718550,Lake Anna State Park,38.11997830000001,-77.82311440000001,130,125
L159390,Shenandoah NP,38.5006,-78.45,156,209
L1030273,James River NWR,37.281702,-77.11775779999999,98,13
L418815,"Raymond R. ""Andy"" Guest Jr. Shenandoah River State Park",38.86203330000001,-78.3066845,149,205
L471032,Spruce Creek Park,37.8822379,-78.8983154,165,136
L225435,Shenandoah NP--Elkwallow,38.738494300000006,-78.30917360000001,107,65
L718523,Hungry Mother State Park,36.883675499999995,-81.5265101,135,95
L718483,Grayson Highlands State Park,36.623868900000005,-81.49984360000002,130,105
L718565,Clinch Mountain WMA--Laurel Bed Lake,36.964106300000005,-81.80655960000001,104,11
L718538,James River State Park,37.630948200000006,-78.81253729999999,165,82
L2444448,Chamberlayne Swamp,37.640419900000005,-77.41664170000001,91,85
L718735,Blue Ridge Parkway--Smart View Recreation Area,36.9279,-80.18849999999999,115,100
L816700,Belmead,37.62041820000001,-77.9894543,147,189
L516331,Lake Monticello (gated community/restricted access),37.91142969999999,-78.30574039999999,117,388
L2153527,Messick Point,37.110145,-76.3212061,129,146
L283670,Cumberland Marsh Natural Area Preserve,37.5408316,-76.988899,159,164
L718237,Peaks View Park,37.4193051,-79.22271249999999,103,29
L757322,Shenandoah NP--Pocosin Cabin,38.410322900000004,-78.4887931,125,477
L718767,Riverview Park,38.0238,-78.4547,149,318
L718681,Rappahannock River Valley NWR--Port Royal Unit,38.16850000000001,-77.189,111,29
L159391,Shenandoah NP--Big Meadows,38.5272,-78.4387,132,166
L849175,Rappahannock River Valley NWR--Hutchinson Unit,37.943452900000004,-76.8891907,135,144
L595847,Fairy Stone State Park,36.793494900000006,-80.1151907,141,88
L718401,Crooked Creek WMA,36.6759614,-80.81412610000001,107,38
L1164379,Hillandale Park,38.442362900000006,-78.8958263,135,429
L718799,Walkerton Landing,37.724658100000006,-77.0246583,98,48
L718422,Dragon's Lair 1,37.637100000000004,-76.6944,80,23
L5391899,Lake Moomaw (Alleghany Co.),37.9482248,-79.96866700000001,80,14
L326907,Holliday Lake State Park (Appomattox Co.),37.396725800000006,-78.641988,169,875
L1395678,Ridgeview Park,38.06339080000001,-78.9055443,119,85
L718578,Long Island Park and Boat Ramp,37.0754,-79.0983,99,19
L519621,Dan Daniel Memorial Park Riverwalk,36.576813200000004,-79.3756199,140,178
L159358,Mountain Lake,37.3563088,-80.5369091,137,125
L279159,White Oak Mountain WMA,36.79121380000001,-79.3286544,127,133
L159378,Red Hill Patrick Henry National Memorial,37.0322,-78.8981,111,26
L719241,Fredericksburg Canal Path,38.3095715,-77.4757147,112,61
L443278,Petersburg National Battlefield Park--City Point Unit,37.3172399,-77.27736,138,140
L2445162,Mason Creek Greenway,37.2765694,-80.029521,95,80
L159321,High Knob Recreation Area,36.887499999999996,-82.61420000000001,104,15
L191448,Compton Mountain,37.28861200000001,-81.90250400000001,141,157
L565749,Floyd--Outskirts,36.91778939999999,-80.32907009999998,96,68
L555556,Piney Grove Preserve,36.9750097,-77.064178,130,377
L356871,Bear Creek Lake State Park,37.52840930000001,-78.2707437,133,150
L718301,Appomattox Riverside Park,37.223400000000005,-77.4759,125,69
L718442,Fenwick Mines Recreation Area,37.5743,-80.05539999999999,127,86
L760136,Tucker Park at Maidens Crossing,37.666684,-77.88697239999999,105,108
L718582,Lunenburg Beach Reservoir,36.99301570000001,-78.2114768,71,19
L718295,Amelia WMA,37.4624654,-77.91469570000002,132,95
L718320,Bellyache Swamp,36.6527,-77.3398,86,23
L1600296,Daniels Run Park,38.850922999999995,-77.2863575,123,452
L2203158,Sugar Hollow Park,36.648569,-82.1129456,79,18
L718336,Breaks Interstate Park,37.287,-82.29610000000001,128,122
L682487,Steel Bridge Road,36.5490867,-77.36752510000001,103,28
L2453566,Manassas Airport,38.72275120000001,-77.51326560000003,86,61
L718656,Philpott Lake Recreation Area,36.779700000000005,-80.0299,88,37
L134,East River Mountain,37.25,-81.16666400000001,50,15
L3204911,Fort Clifton Park,37.2816,-77.36608,91,34
L1043505,Nottoway County Lake Boat Ramp,37.167156500000004,-77.9813889,67,27
L718472,Glen Maury Park,37.7306236,-79.3620157,124,52
L4808120,Winchester Green Circle--Abrams Creek Wetlands Preserve,39.175991800000006,-78.19113360000001,75,11
L718619,Natural Tunnel State Park,36.702055400000006,-82.7458584,105,38
L718820,Wilderness Road State Park,36.6308,-83.5262,94,26
L718394,Great Creek Park,36.777723300000005,-77.8904754,58,8
L619777,Lee Memorial Park,37.197928600000004,-77.4053764,71,20
L5136577,Pretlow Industrial Park fields,36.65811200000001,-76.919707,68,18
L4558164,Main Street Park,37.7894465,-80.0006175,41,10
L5040941,Dick and Willie Passage Trail,36.703388600000004,-79.8760504,45,5
L2361544,Jordan's Point Park,37.792634400000004,-79.429197,79,41
L4838046,Isaac Crossman Park at Four Mile Run,38.882712000000005,-77.159414,68,26
L682497,Emporia Reservoir,36.6974317,-77.55785470000001,55,8
L718629,New River Trail State Park--Galax,36.668200000000006,-80.9247,78,14
L159304,Flag Rock Recreation Area,36.9150903,-82.62974019999999,48,10
L2148169,Manassas Park--Russia Branch Trail,38.76459330000001,-77.4394358,58,10
L168656,Desert NWR--Corn Creek (Field Station),36.438797,-115.359566,289,1916
L388900,Ash Meadows NWR HQ,36.420429399999996,-116.32998529999999,206,162
L288848,Pahranagat  NWR,37.3027673,-115.1254106,263,162
L866927,Dyer - Arlemont Ranch (restricted access),37.824141399999995,-118.07784679999999,235,104
